Name	Accession	Name	Accession	Score
AHSG	IPI00022431	SERPINC1	IPI00032179	84.057998046875
HCK	IPI00029769	RGS2	IPI00013177	84.057998046875
SERPINF2	IPI00029863	SERPINA4	IPI00328609	84.057998046875
CXCL1	IPI00013874	CXCL5	IPI00292936	84.057998046875
C5AR1	IPI00010308	FCGR2A	IPI00646445	84.057998046875
SERPINA4	IPI00328609	SERPIND1	IPI00292950	84.057998046875
SFRS2	IPI00005978	PTMA	IPI00015550	84.057998046875
CRYAB	IPI00021369	CRYBB2	IPI00218748	83.72724609375
PSTPIP1	IPI00022606	HCLS1	IPI00026156	83.55474609375
SFRS10	IPI00301503	DDX21	IPI00015953	83.55474609375
TACR2	IPI00412405	GNA12	IPI00328744	82.8975
STX12	IPI00329332	YKT6	IPI00008569	82.668251953125
CSF1R	IPI00011218	CBLB	IPI00292856	82.589501953125
IGF1R	IPI00027232	STAT5B	IPI00103415	82.589501953125
KIT	IPI00022296	CBLB	IPI00292856	82.589501953125
SOCS1	IPI00021491	TEC	IPI00000878	82.535498046875
MYF5	IPI00008389	MYF6	IPI00011548	82.535498046875
ZAP70	IPI00329789	GRAP	IPI00013864	82.535498046875
PKD2L1	IPI00103744	HCN2	IPI00218946	82.535498046875
PDGFRB	IPI00015902	LCP2	IPI00297169	82.44400390625
HGS	IPI00006176	RPS27A	IPI00554749	82.35900390625
EIF4G3	IPI00646377	EIF4G1	IPI00479262	82.35900390625
ORC5L	IPI00015143	ORC4L	IPI00015164	82.35900390625
H2AFX	IPI00219037	USP22	IPI00010365	82.35900390625
CAP2	IPI00027342	CFL1	IPI00012011	82.35900390625
KIAA0052	IPI00647217	EXOSC10	IPI00009464	82.35900390625
EXOSC10	IPI00009464	EXOSC2	IPI00015905	82.35900390625
TAF12	IPI00002806	TAF2	IPI00328144	82.35900390625
TAF9	IPI00002993	TAF2	IPI00328144	82.35900390625
PIGK	IPI00022543	GPAA1	IPI00021594	82.35900390625
SAE1	IPI00033130	UBA2	IPI00023234	82.35900390625
SEC63	IPI00218922	SEC61A1	IPI00218466	82.35900390625
C5orf4	IPI00063851	ELOVL5	IPI00328307	82.35900390625
CBL	IPI00027269	INSL3	IPI00002773	82.19775390625
ZAP70	IPI00329789	STAT2	IPI00004312	82.19775390625
CBLB	IPI00292856	SRC	IPI00641230	82.19775390625
F10	IPI00019576	SERPINI1	IPI00016150	82.17349609375
PROC	IPI00021817	SERPINI1	IPI00016150	82.17349609375
TP53	IPI00025087	NR4A2	IPI00018033	82.17349609375
MAPK1	IPI00003479	SSH1	IPI00103742	82.009501953125
TIMM44	IPI00306516	TIMM50	IPI00418497	81.8027490234375
COL1A1	IPI00297646	SPARC	IPI00014572	81.782998046875
STAM2	IPI00290542	NEDD4	IPI00384495	81.566748046875
PDGFRA	IPI00027721	LYN	IPI00298625	81.2760009765625
NCK1	IPI00028065	FLT1	IPI00018335	81.2760009765625
FLT1	IPI00018335	STAT5A	IPI00030783	81.2760009765625
PDGFRB	IPI00015902	CBLC	IPI00008459	81.2352490234375
F2	IPI00019568	MGMT	IPI00028618	81.157001953125
SF3B1	IPI00026089	SNRPG	IPI00016572	81.06125
NTN2L	IPI00006193	DCC	IPI00016422	81.045751953125
RGS20	IPI00008802	GNA14	IPI00000695	81.045751953125
RGS20	IPI00008802	GNAO1	IPI00220281	81.045751953125
RGS20	IPI00008802	GNAT1	IPI00218488	81.045751953125
RGS20	IPI00008802	GNAZ	IPI00328128	81.045751953125
RGS20	IPI00008802	GNAT2	IPI00217269	81.045751953125
RGS20	IPI00008802	GNA11	IPI00305551	81.045751953125
RGS20	IPI00008802	GNAI1	IPI00337415	81.045751953125
PSMA7	IPI00024175	PSMA1	IPI00472442	81.027998046875
LSM1	IPI00004436	XRN1	IPI00657805	81.027998046875
TAF1	IPI00149098	TAF5	IPI00298925	81.027998046875
TAF1	IPI00149098	TAF12	IPI00002806	81.027998046875
TAF1	IPI00149098	TAF9	IPI00002993	81.027998046875
PSMA1	IPI00472442	PSMA4	IPI00299155	81.027998046875
PSMA1	IPI00472442	PSMA5	IPI00291922	81.027998046875
RFC2	IPI00017412	RFC1	IPI00375359	81.027998046875
RFC2	IPI00017412	CHTF18	IPI00178203	81.027998046875
RFC5	IPI00031514	CHTF18	IPI00178203	81.027998046875
RFC3	IPI00031521	CHTF18	IPI00178203	81.027998046875
LSM3	IPI00219229	XRN1	IPI00657805	81.027998046875
LSM6	IPI00001146	XRN1	IPI00657805	81.027998046875
XRN1	IPI00657805	LSM7	IPI00007163	81.027998046875
XRN1	IPI00657805	LSM2	IPI00032460	81.027998046875
XRN1	IPI00657805	LSM5	IPI00220493	81.027998046875
CRKL	IPI00004839	KHDRBS1	IPI00008575	80.905
STX4A	IPI00029730	VAMP8	IPI00030911	80.865751953125
STX4A	IPI00029730	SYBL1	IPI00020887	80.865751953125
INSR	IPI00025803	LCK	IPI00394952	80.585751953125
MET	IPI00029273	ZAP70	IPI00329789	80.585751953125
PDGFRB	IPI00015902	PTK6	IPI00015927	80.585751953125
STAT5B	IPI00103415	PTK6	IPI00015927	80.585751953125
VAMP2	IPI00553138	STXBP2	IPI00019971	80.5202490234375
F2	IPI00019568	HABP2	IPI00041065	80.2185009765625
HPR	IPI00477597	F12	IPI00019581	80.2185009765625
COL1A1	IPI00297646	COL1A2	IPI00164755	80.2185009765625
REG1B	IPI00009027	ELA3A	IPI00295663	80.2185009765625
PRSS1	IPI00011694	CTRB1	IPI00015133	80.2185009765625
PRSS1	IPI00011694	PRSS2	IPI00011695	80.2185009765625
CTRB1	IPI00015133	CTRL	IPI00643847	80.2185009765625
CTRB1	IPI00015133	CTRC	IPI00018553	80.2185009765625
CTRB1	IPI00015133	ELA1	IPI00019729	80.2185009765625
CTRB1	IPI00015133	PRSS2	IPI00011695	80.2185009765625
CTRL	IPI00643847	CTRC	IPI00018553	80.2185009765625
CTRL	IPI00643847	ELA1	IPI00019729	80.2185009765625
SYK	IPI00018597	SCAP2	IPI00022508	80.2185009765625
COL17A1	IPI00398272	LAMA3	IPI00377045	80.2185009765625
LILRB1	IPI00385703	LILRB2	IPI00303952	80.2185009765625
APS	IPI00155706	INSR	IPI00025803	80.084501953125
APS	IPI00155706	KDR	IPI00021396	80.084501953125
JAK2	IPI00031016	FGFR4	IPI00304578	80.084501953125
ERBB2	IPI00300384	FGR	IPI00016871	80.084501953125
INSR	IPI00025803	FGR	IPI00016871	80.084501953125
INSR	IPI00025803	TYK2	IPI00022353	80.084501953125
INSR	IPI00025803	BTK	IPI00029132	80.084501953125
INSR	IPI00025803	YES1	IPI00013981	80.084501953125
IGF1R	IPI00027232	CRKL	IPI00004839	80.084501953125
HCK	IPI00029769	KDR	IPI00021396	80.084501953125
FGR	IPI00016871	KDR	IPI00021396	80.084501953125
KIT	IPI00022296	LYN	IPI00298625	80.084501953125
VAV1	IPI00011696	KDR	IPI00021396	80.084501953125
CBL	IPI00027269	YES1	IPI00013981	80.084501953125
CBL	IPI00027269	JAK1	IPI00011633	80.084501953125
TYK2	IPI00022353	KDR	IPI00021396	80.084501953125
KDR	IPI00021396	SYK	IPI00018597	80.084501953125
KDR	IPI00021396	BTK	IPI00029132	80.084501953125
KDR	IPI00021396	LYN	IPI00298625	80.084501953125
EGFR	IPI00018274	HCK	IPI00029769	79.9489990234375
EGFR	IPI00018274	RASA1	IPI00026262	79.9489990234375
EGFR	IPI00018274	TYK2	IPI00022353	79.9489990234375
EGFR	IPI00018274	SYK	IPI00018597	79.9489990234375
EGFR	IPI00018274	JAK1	IPI00011633	79.9489990234375
INSR	IPI00025803	RASA1	IPI00026262	79.9489990234375
RET	IPI00013983	FER	IPI00029263	79.9489990234375
RET	IPI00013983	CSK	IPI00013212	79.9489990234375
RET	IPI00013983	STAT5A	IPI00030783	79.9489990234375
RET	IPI00013983	SYK	IPI00018597	79.9489990234375
IGF1R	IPI00027232	GRB2	IPI00021327	79.9489990234375
HCK	IPI00029769	STAT1	IPI00030781	79.9489990234375
FGR	IPI00016871	STAT1	IPI00030781	79.9489990234375
PTPRF	IPI00107831	EFNB1	IPI00024307	79.9489990234375
FER	IPI00029263	STAT1	IPI00030781	79.9489990234375
FLT1	IPI00018335	STAT3	IPI00298887	79.9489990234375
RASA1	IPI00026262	EPHB2	IPI00021275	79.9489990234375
FGFR4	IPI00304578	STAT3	IPI00298887	79.9489990234375
CBL	IPI00027269	ITK	IPI00004566	79.9489990234375
EPHA2	IPI00021267	GRB2	IPI00021327	79.9489990234375
GRB2	IPI00021327	FLT3	IPI00005722	79.9489990234375
WASL	IPI00011676	CRK	IPI00399054	79.844501953125
APS	IPI00155706	HCK	IPI00029769	79.573251953125
APS	IPI00155706	JAK1	IPI00011633	79.573251953125
HAND1	IPI00014052	TAL1	IPI00376954	79.573251953125
FER	IPI00029263	SYK	IPI00018597	79.573251953125
TXK	IPI00000879	SYK	IPI00018597	79.573251953125
ZAP70	IPI00329789	RIN1	IPI00014454	79.573251953125
JAK2	IPI00031016	KHDRBS1	IPI00008575	79.561748046875
HLA-A	IPI00647634	CD1D	IPI00013435	79.5160009765625
HLA-A	IPI00647634	FCGRT	IPI00026646	79.5160009765625
HLA-C	IPI00642409	CD1D	IPI00013435	79.5160009765625
HLA-C	IPI00642409	FCGRT	IPI00026646	79.5160009765625
APS	IPI00155706	YES1	IPI00013981	79.432998046875
TYK2	IPI00022353	INSL3	IPI00002773	79.432998046875
SYK	IPI00018597	BMX	IPI00514142	79.432998046875
SYK	IPI00018597	INSL3	IPI00002773	79.432998046875
POLR2E	IPI00291093	POLR2A	IPI00031627	78.486748046875
POLR2A	IPI00031627	POLR2B	IPI00027808	78.486748046875
POLR2B	IPI00027808	POLR2L	IPI00003311	78.486748046875
SOCS3	IPI00297349	YES1	IPI00013981	78.2685009765625
ABL1	IPI00216969	HCK	IPI00029769	78.2685009765625
SERPINE1	IPI00007118	HGFAC	IPI00029193	78.2685009765625
NGFR	IPI00027436	TNFRSF1A	IPI00018880	78.2685009765625
HCK	IPI00029769	BMX	IPI00514142	78.2685009765625
MYF5	IPI00008389	ID3	IPI00219112	78.2685009765625
TXK	IPI00000879	BLNK	IPI00002434	78.2685009765625
ZAP70	IPI00329789	INSL3	IPI00002773	78.2685009765625
BMX	IPI00514142	BTK	IPI00029132	78.2685009765625
BMX	IPI00514142	SH2D2A	IPI00099806	78.2685009765625
BMX	IPI00514142	BLNK	IPI00002434	78.2685009765625
BMX	IPI00514142	LCK	IPI00394952	78.2685009765625
INSL3	IPI00002773	BTK	IPI00029132	78.2685009765625
INSL3	IPI00002773	LCK	IPI00394952	78.2685009765625
ID2	IPI00294210	TAL1	IPI00376954	78.2685009765625
ID3	IPI00219112	TAL1	IPI00376954	78.2685009765625
BTK	IPI00029132	PTK6	IPI00015927	78.2685009765625
LCK	IPI00394952	SRC	IPI00641230	78.2685009765625
MTF1	IPI00025546	SMAD2	IPI00019548	78.242998046875
CBL	IPI00027269	CSK	IPI00013212	78.2302490234375
CBL	IPI00027269	BTK	IPI00029132	78.2302490234375
CBL	IPI00027269	LYN	IPI00298625	78.2302490234375
SYK	IPI00018597	TEK	IPI00412829	78.0922509765625
CALM2	IPI00075248	DLG1	IPI00218729	77.97
JAK2	IPI00031016	IFNGR1	IPI00010808	77.910498046875
EIF3S4	IPI00290460	FUBP1	IPI00375441	77.910498046875
RBMX	IPI00304692	FXR1	IPI00016249	77.910498046875
WAS	IPI00001545	LCP2	IPI00297169	77.910498046875
JAK2	IPI00031016	CD4	IPI00003983	77.727998046875
PLG	IPI00019580	F12	IPI00019581	77.5625
COL1A1	IPI00297646	MMP2	IPI00027780	77.5625
IGFBP1	IPI00031086	IGFBP3	IPI00018305	77.5625
HCLS1	IPI00026156	SLA	IPI00009499	77.5625
VAV1	IPI00011696	SH3BP2	IPI00219071	77.5625
VAV1	IPI00011696	SLA	IPI00009499	77.5625
RBMX	IPI00304692	RNPS1	IPI00033561	77.5625
SYK	IPI00018597	PIK3CG	IPI00292690	77.5625
SMARCA4	IPI00293426	SNRPD1	IPI00302850	77.5625
SH3BP2	IPI00219071	RPS6KA1	IPI00017305	77.5625
BTK	IPI00029132	MAP4K1	IPI00020258	77.5625
RNPS1	IPI00033561	PABPN1	IPI00005792	77.5625
RPS6KA1	IPI00017305	SLA	IPI00009499	77.5625
MAP4K1	IPI00020258	BLNK	IPI00002434	77.5625
ALB	IPI00022434	C6	IPI00009920	77.5625
ERBB2	IPI00300384	SRC	IPI00641230	76.9475
GNA15	IPI00027243	GRK5	IPI00414058	76.9475
EPHA4	IPI00008318	SRC	IPI00641230	76.9475
ABCD3	IPI00002372	RAD51	IPI00032201	76.42125
HCLS1	IPI00026156	ACTC	IPI00023006	76.1972509765625
ZBTB16	IPI00305613	KLF6	IPI00293523	76.1972509765625
ERBB2	IPI00300384	GRB7	IPI00448767	75.855751953125
F2	IPI00019568	C1R	IPI00296165	75.357001953125
ARHGDIB	IPI00003817	DOCK2	IPI00022449	75.302001953125
DDX58	IPI00654731	RIPK1	IPI00013773	75.087001953125
HPR	IPI00477597	SERPINA3	IPI00550991	75.087001953125
CD1D	IPI00013435	FCGRT	IPI00026646	75.087001953125
CTRL	IPI00027933	PSMA3	IPI00419249	75.087001953125
IRAK3	IPI00026984	MYD88	IPI00001062	75.087001953125
VAMP4	IPI00299667	STX7	IPI00289876	75.072001953125
GNAI2	IPI00465121	GNAQ	IPI00288947	75.059501953125
AURKA	IPI00298940	CCNB1	IPI00294696	75.0202490234375
EFNB2	IPI00005126	EPHA4	IPI00008318	74.962998046875
ERBB3	IPI00298285	LCP2	IPI00297169	74.9010009765625
FGFR3	IPI00027174	STAT5B	IPI00103415	74.9010009765625
STAT1	IPI00030781	TEK	IPI00412829	74.9010009765625
STAT1	IPI00030781	ERBB4	IPI00016371	74.9010009765625
SMARCA5	IPI00297211	SFRS1	IPI00215884	74.8510009765625
STAT6	IPI00030782	ACTR3	IPI00028091	74.8510009765625
PCAF	IPI00022055	TAL1	IPI00376954	74.8510009765625
CSNK2A2	IPI00020602	CSNK2A1	IPI00016613	74.66625
COPB2	IPI00220219	ZNF289	IPI00297322	74.66625
HIRA	IPI00217560	ASF1B	IPI00041127	74.66625
SORBS3	IPI00419847	SH3KBP1	IPI00294962	74.665
INHBA	IPI00028670	ACVRL1	IPI00293271	74.645751953125
INHBB	IPI00297026	ACVRL1	IPI00293271	74.645751953125
BMP5	IPI00024886	ACVR2A	IPI00015691	74.645751953125
BMP5	IPI00024886	ACVRL1	IPI00293271	74.645751953125
BMP6	IPI00024887	ACVRL1	IPI00293271	74.645751953125
BMP8B	IPI00300779	TGFBR1	IPI00005733	74.645751953125
BMP8B	IPI00300779	ACVRL1	IPI00293271	74.645751953125
GNA11	IPI00305551	GNAQ	IPI00288947	73.9452490234375
FLT1	IPI00018335	CBLB	IPI00292856	73.855751953125
RPL26	IPI00027270	RPL36AL	IPI00220344	73.8297509765625
BCL2L11	IPI00012853	BAD	IPI00024291	73.7135009765625
BCL2L11	IPI00012853	BMF	IPI00477176	73.7135009765625
NTRK1	IPI00025076	ZAP70	IPI00329789	73.7135009765625
ERBB3	IPI00298285	GRB10	IPI00012752	73.7135009765625
BID	IPI00413587	BMF	IPI00477176	73.7135009765625
BAD	IPI00024291	BMF	IPI00477176	73.7135009765625
GNA14	IPI00000695	SSTR1	IPI00027804	73.63625
GNA14	IPI00000695	SSTR2	IPI00027807	73.63625
HAND1	IPI00014052	HEY1	IPI00550054	73.63625
JUN	IPI00008965	FOSL1	IPI00011590	73.63625
CHRM5	IPI00031710	GNAI1	IPI00337415	73.63625
GNAT1	IPI00218488	SSTR1	IPI00027804	73.63625
GNAT1	IPI00218488	SSTR2	IPI00027807	73.63625
FOSL1	IPI00011590	JUNB	IPI00013439	73.63625
LHCGR	IPI00299615	GNA12	IPI00328744	73.63625
APS	IPI00155706	EPHB3	IPI00289329	73.635498046875
KDR	IPI00021396	TXK	IPI00000879	73.635498046875
STX1A	IPI00003370	SYBL1	IPI00020887	73.6222509765625
F10	IPI00019576	PLG	IPI00019580	73.26375
PLG	IPI00019580	C6	IPI00009920	73.26375
PDGFRB	IPI00015902	STAT2	IPI00004312	73.22875
STAT5B	IPI00103415	TEK	IPI00412829	73.22875
ERBB2	IPI00300384	STAT5B	IPI00103415	72.773251953125
INSR	IPI00025803	CBL	IPI00027269	72.773251953125
CSF1R	IPI00011218	CBL	IPI00027269	72.773251953125
PDGFRB	IPI00015902	CBLB	IPI00292856	72.773251953125
KIT	IPI00022296	CBL	IPI00027269	72.773251953125
VPS4B	IPI00182728	CHMP6	IPI00305423	72.6347509765625
MAPK1	IPI00003479	DUSP21	IPI00419454	72.5114990234375
PIK3R2	IPI00011736	KDR	IPI00021396	72.19125
JAK2	IPI00031016	IGF1R	IPI00027232	72.19125
ERBB2	IPI00300384	FER	IPI00029263	72.19125
INSR	IPI00025803	VAV1	IPI00011696	72.19125
INSR	IPI00025803	ZAP70	IPI00329789	72.19125
INSR	IPI00025803	JAK1	IPI00011633	72.19125
EPHA2	IPI00021267	ZAP70	IPI00329789	72.19125
PSEN1	IPI00028077	NOTCH2	IPI00297655	71.849248046875
CDC7	IPI00448121	HMGN1	IPI00554761	71.467998046875
CDC7	IPI00448121	HMGN2	IPI00217950	71.467998046875
FGB	IPI00298497	F13B	IPI00007240	71.467998046875
RB1	IPI00302829	MCM3	IPI00013214	71.467998046875
FGR	IPI00016871	VASP	IPI00301058	71.467998046875
MCM3	IPI00013214	BRCA2	IPI00412408	71.467998046875
MCM4	IPI00018349	BRCA2	IPI00412408	71.467998046875
BRCA2	IPI00412408	CDC6	IPI00014575	71.467998046875
E2F1	IPI00005630	BARD1	IPI00017746	71.467998046875
EPAS1	IPI00294084	HEY1	IPI00550054	71.232998046875
PIK3R2	IPI00011736	CSK	IPI00013212	71.1585009765625
PIK3R2	IPI00011736	SYK	IPI00018597	71.1585009765625
PLD2	IPI00024727	PKN2	IPI00002804	71.1435009765625
FRS3	IPI00009089	PRKCI	IPI00016639	71.1435009765625
NCK2	IPI00306531	DOK1	IPI00015287	71.1435009765625
JAK2	IPI00031016	STAM2	IPI00290542	71.1435009765625
JUNB	IPI00013439	MAPK3	IPI00018195	71.1435009765625
EPHA1	IPI00294250	EPHB3	IPI00289329	71.1435009765625
EPHA1	IPI00294250	EPHB4	IPI00289342	71.1435009765625
EPHA2	IPI00021267	EPHB4	IPI00289342	71.1435009765625
MAP2K2	IPI00003783	PRKCI	IPI00016639	71.1435009765625
HDAC4	IPI00010088	MEF2C	IPI00289092	71.1435009765625
TIMM17B	IPI00219833	TIMM50	IPI00418497	70.8897509765625
CNOT3	IPI00005015	CNOT1	IPI00166010	70.8897509765625
POLR2E	IPI00291093	POLR3C	IPI00007948	70.8897509765625
CSNK2A2	IPI00020602	SIN3A	IPI00170596	70.8897509765625
GTF2E1	IPI00019977	SUPT16H	IPI00026970	70.8897509765625
CAP2	IPI00027342	ACTG1	IPI00021439	70.8897509765625
TAF6	IPI00028579	TAF2	IPI00328144	70.8897509765625
EXOSC10	IPI00009464	EXOSC3	IPI00015956	70.8897509765625
EXOSC10	IPI00009464	KIAA1008	IPI00413548	70.8897509765625
VPS33A	IPI00073179	VPS16	IPI00305438	70.8897509765625
VPS16	IPI00305438	VPS11	IPI00300697	70.8897509765625
VPS16	IPI00305438	VPS18	IPI00001985	70.8897509765625
DSTN	IPI00473014	ACTA1	IPI00021428	70.5675
PIK3R2	IPI00011736	ABL1	IPI00216969	70.554248046875
HAND1	IPI00014052	ID2	IPI00294210	70.554248046875
VAV1	IPI00011696	BMX	IPI00514142	70.554248046875
VAV1	IPI00011696	INSL3	IPI00002773	70.554248046875
STAT6	IPI00030782	INSL3	IPI00002773	70.554248046875
BMX	IPI00514142	LYN	IPI00298625	70.554248046875
BMX	IPI00514142	JAK1	IPI00011633	70.554248046875
INSL3	IPI00002773	LYN	IPI00298625	70.554248046875
INSL3	IPI00002773	JAK1	IPI00011633	70.554248046875
SERPING1	IPI00291866	SERPINC1	IPI00032179	70.420498046875
EIF2S2	IPI00021728	PRKDC	IPI00296337	70.420498046875
FOS	IPI00033008	ETS2	IPI00009756	70.2814990234375
HIST1H3A	IPI00465070	PHF3	IPI00170770	70.2814990234375
PIK3R2	IPI00011736	BTK	IPI00029132	70.115498046875
MYF5	IPI00008389	HES1	IPI00030964	70.115498046875
MYF5	IPI00008389	TAL1	IPI00376954	70.115498046875
FER	IPI00029263	STAT6	IPI00030782	70.115498046875
FER	IPI00029263	STAT5A	IPI00030783	70.115498046875
FER	IPI00029263	ZAP70	IPI00329789	70.115498046875
DSTN	IPI00473014	ACTA2	IPI00008603	70.0914990234375
HIST1H2BG	IPI00020101	HIST1H2AC	IPI00216456	70.0914990234375
JAK2	IPI00031016	ERBB2	IPI00300384	69.9575
GNA14	IPI00000695	EDG2	IPI00022525	69.930751953125
WASPIP	IPI00552369	CBLB	IPI00292856	69.7947509765625
XPO1	IPI00298961	PABPC1	IPI00008524	69.743251953125
EIF2S1	IPI00219678	EIF2S3	IPI00297982	69.743251953125
CAP1	IPI00008274	SSH1	IPI00103742	69.655
SYNCRIP	IPI00018140	PCBP1	IPI00016610	69.63125
JAK2	IPI00031016	HCLS1	IPI00026156	69.482998046875
RAF1	IPI00021786	TYK2	IPI00022353	69.482998046875
RAF1	IPI00021786	STAT6	IPI00030782	69.482998046875
RAF1	IPI00021786	WAS	IPI00001545	69.482998046875
LAMC1	IPI00298281	HSPG2	IPI00024284	69.482998046875
PCNA	IPI00021700	ORC1L	IPI00013215	69.482998046875
HCLS1	IPI00026156	BTK	IPI00029132	69.482998046875
YY1	IPI00014513	SP3	IPI00025807	69.482998046875
TYK2	IPI00022353	SNX17	IPI00014219	69.482998046875
WAS	IPI00001545	PIK3CG	IPI00292690	69.482998046875
WAS	IPI00001545	JAK1	IPI00011633	69.482998046875
SYK	IPI00018597	IRAK1	IPI00293652	69.482998046875
SYK	IPI00018597	SNX17	IPI00014219	69.482998046875
ELAVL1	IPI00301936	PABPN1	IPI00005792	69.482998046875
SOCS3	IPI00297349	ERBB2	IPI00300384	69.3635009765625
ERBB2	IPI00300384	CBLC	IPI00008459	68.98625
ERBB2	IPI00300384	VAV1	IPI00011696	68.932001953125
ERBB2	IPI00300384	NCK1	IPI00028065	68.932001953125
WAS	IPI00001545	ACTA1	IPI00021428	68.687001953125
STXBP2	IPI00019971	VAMP3	IPI00549343	68.63875
EPHA4	IPI00008318	EFNB1	IPI00024307	68.5710009765625
VAMP4	IPI00299667	STX12	IPI00329332	67.880751953125
KCNJ2	IPI00007614	DLG4	IPI00019213	67.510751953125
TLR1	IPI00090764	MYD88	IPI00001062	67.2652490234375
XPO1	IPI00298961	SSRP1	IPI00005154	67.243251953125
DDX5	IPI00017617	STAT6	IPI00030782	67.243251953125
HMGN4	IPI00220484	EIF3S4	IPI00290460	67.20375
JAK2	IPI00031016	SCAP2	IPI00022508	67.20375
CCNF	IPI00297860	MCM2	IPI00184330	67.20375
WAS	IPI00001545	SCAP2	IPI00022508	67.20375
DSTN	IPI00473014	ACTB	IPI00021440	67.19625
EGFR	IPI00018274	CBL	IPI00027269	67.09875
VAV1	IPI00011696	LCP2	IPI00297169	67.060751953125
NCK1	IPI00028065	LCP2	IPI00297169	67.060751953125
DUSP1	IPI00003928	LYN	IPI00298625	67.060751953125
LCP2	IPI00297169	SLA	IPI00009499	67.060751953125
PIK3R2	IPI00011736	TEK	IPI00412829	66.581748046875
ABL1	IPI00216969	LCP2	IPI00297169	66.581748046875
ABL1	IPI00216969	FLT3	IPI00005722	66.581748046875
GAST	IPI00001624	MEP1A	IPI00004372	66.581748046875
IGF1R	IPI00027232	SRC	IPI00641230	66.581748046875
NGFR	IPI00027436	RIPK1	IPI00013773	66.581748046875
MET	IPI00029273	FER	IPI00029263	66.581748046875
MET	IPI00029273	BMX	IPI00514142	66.581748046875
TEK	IPI00412829	SH2D2A	IPI00099806	66.581748046875
TRAF2	IPI00030278	TNFRSF1A	IPI00018880	66.581748046875
LCP2	IPI00297169	SRC	IPI00641230	66.581748046875
TBP	IPI00022831	TAF2	IPI00328144	66.449501953125
PSMD14	IPI00024821	EIF3S8	IPI00016910	66.0347509765625
JAK2	IPI00031016	PLCG2	IPI00329185	66.0347509765625
VPS4B	IPI00182728	CHMP1B	IPI00156984	65.9510009765625
GNA14	IPI00000695	LHCGR	IPI00299615	65.849501953125
GNAI3	IPI00220578	CHRM5	IPI00031710	65.849501953125
PTK2	IPI00012885	GRAP	IPI00013864	65.849501953125
POLR2H	IPI00003309	YARS	IPI00007074	65.6275
PDGFRA	IPI00027721	CBL	IPI00027269	65.600498046875
PDGFRA	IPI00027721	CBLB	IPI00292856	65.600498046875
STAT5B	IPI00103415	MST1R	IPI00030273	65.600498046875
FLT1	IPI00018335	LCP2	IPI00297169	65.461748046875
STAT5A	IPI00030783	KHDRBS1	IPI00008575	65.3239990234375
STAT5B	IPI00103415	KHDRBS1	IPI00008575	65.3239990234375
STX11	IPI00026128	VAMP8	IPI00030911	65.2922509765625
ZAP70	IPI00329789	KHDRBS1	IPI00008575	65.14875
EXOSC10	IPI00009464	EXOSC4	IPI00218310	65.0935009765625
EXOSC10	IPI00009464	EXOSC5	IPI00015955	65.0935009765625
SGK	IPI00297590	SGK2	IPI00009887	65.0460009765625
GNAO1	IPI00220281	GNAQ	IPI00288947	65.0460009765625
PABPC4	IPI00012726	PRKCB1	IPI00219628	65.0460009765625
FCN3	IPI00293925	PLG	IPI00019580	65.0072509765625
FCN3	IPI00293925	FGA	IPI00021885	65.0072509765625
HIST1H3A	IPI00465070	GCN5L2	IPI00306871	64.987998046875
PLG	IPI00019580	SERPINE2	IPI00009890	64.884248046875
GNA11	IPI00305551	SSTR1	IPI00027804	64.884248046875
FRK	IPI00000885	SHC3	IPI00409679	64.884248046875
KCNE1	IPI00305022	TRPC3	IPI00013681	64.854248046875
RPLP1	IPI00008527	RPLP0	IPI00008530	64.5214990234375
EGFR	IPI00018274	LCP2	IPI00297169	64.470498046875
FGFR1	IPI00005142	CBLB	IPI00292856	64.470498046875
ERBB3	IPI00298285	CBLC	IPI00008459	64.470498046875
AXL	IPI00296992	STAT1	IPI00030781	64.470498046875
AXL	IPI00296992	CBLB	IPI00292856	64.470498046875
F2	IPI00019568	LCAT	IPI00022331	64.4525
CCNB2	IPI00028266	FZR1	IPI00099464	64.268251953125
POLR2C	IPI00018288	POLR2B	IPI00027808	64.268251953125
POLR2A	IPI00031627	POLR2L	IPI00003311	64.268251953125
GTF2H3	IPI00100791	GTF2H4	IPI00016839	64.268251953125
PDGFRB	IPI00015902	PTK2	IPI00012885	64.1214990234375
MYF5	IPI00008389	CALM2	IPI00075248	64.1214990234375
JAK2	IPI00031016	LCP1	IPI00010471	64.0235009765625
JAK2	IPI00031016	RPS6KA1	IPI00017305	64.0235009765625
EIF3S4	IPI00290460	EIF4G2	IPI00015952	64.0235009765625
NRAS	IPI00000005	DOCK2	IPI00022449	64.0235009765625
RAF1	IPI00021786	NCK1	IPI00028065	64.0235009765625
RAF1	IPI00021786	CSK	IPI00013212	64.0235009765625
RAF1	IPI00021786	STK38	IPI00027251	64.0235009765625
HCLS1	IPI00026156	DOK1	IPI00015287	64.0235009765625
NCK1	IPI00028065	RPS6KA1	IPI00017305	64.0235009765625
MAPK1	IPI00003479	CRKL	IPI00004839	64.0235009765625
ACTG1	IPI00021439	SNX17	IPI00014219	64.0235009765625
ACTG1	IPI00021439	ARHGEF6	IPI00014256	64.0235009765625
SOS1	IPI00020131	CBLB	IPI00292856	64.0235009765625
SNF1LK2	IPI00465291	CCNB1	IPI00294696	64.0235009765625
PABPC4	IPI00012726	NXF3	IPI00004930	63.9975
